,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes
927,20230417121500,https://www.theweek.in/news/entertainment/2023/04/17/no-smoke-without-fire-hombale-films-unveil-first-look-of-fahadh-faasils-dhoomam.html,5.13833992094862,TAX_FNCACT;TAX_FNCACT_OFFICIAL;MEDIA_SOCIAL;TAX_ETHNICITY;TAX_ETHNICITY_MALAYALAM;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MALAYALAM;,['twitter inc'],TAX_ETHNICITY
956,20230417121500,https://www.cityam.com/ftse-100-live-rio-tinto-and-anglo-american-drive-london-gains-as-barclays-readies-lay-offs/,1.65289256198347,ECON_STOCKMARKET;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;ENV_MINING;TAX_ECON_PRICE;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1079_COMMODITIES_AND_RESOURCES;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;WB_698_TRADE;TAX_FNCACT;TAX_FNCACT_SCHOLAR;TAX_FNCACT_MANAGER;TAX_FNCACT_FUND_MANAGER;TAX_FNCACT_INVESTOR;CRISISLEX_C04_LOGISTICS_TRANSPORT;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;DISASTER_FIRE;CRISISLEX_T01_CAUTION_ADVICE;TAX_FNCACT_CHIEF;TAX_FNCACT_ANALYST;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;ECON_WORLDCURRENCIES_US_DOLLAR;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;,['barclays'],"ECON_STOCKMARKET,TAX_ETHNICITY,ENV_MINING,ECON_INTEREST_RATES"
961,20230417121500,https://itwire.com/guest-articles/company-news/equinix-announces-2022-global-and-regional-partner-award-winners.html,6.65873959571938,WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;EPU_ECONOMY_HISTORIC;SCIENCE;SOC_INNOVATION;CRISISLEX_C07_SAFETY;ALLIANCE;PROTEST;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_2299_PIPELINES;WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS;WB_507_ENERGY_AND_EXTRACTIVES;WB_548_PPP_IN_OIL_AND_GAS;TAX_FNCACT;TAX_FNCACT_BROKER;,"['microsoft corp', 'amazon web services', 'accenture plc']","SCIENCE,ALLIANCE,PROTEST"
962,20230417121500,https://www.pinkvilla.com/entertainment/hollywood/utterly-sickening-selena-gomezs-fans-slam-hailey-bieber-as-she-posted-pics-in-a-white-top-like-the-singer-1217037,2.29226361031519,TAX_FNCACT;TAX_FNCACT_SINGER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MANMADE_DISASTER_IMPLIED;TAX_RELIGION;TAX_RELIGION_WITCHCRAFT;TAX_FNCACT_QUEEN;,['instagram'],MANMADE_DISASTER_IMPLIED
972,20230417121500,https://cimsec.org/page/777/,0.945626477541371,MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TECH_VIRTUALREALITY;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2748_EMPLOYMENT;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;CRISISLEX_C07_SAFETY;MILITARY;RURAL;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;KILL;TAX_ECON_PRICE;,['google'],"MARITIME_INCIDENT,MARITIME,MANMADE_DISASTER_IMPLIED,MILITARY,KILL"
976,20230417121500,https://interfax.com/newsroom/top-stories/89674/,-0.687285223367698,TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_DEPUTY;BAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;AFFECT;TAX_FNCACT_INVESTOR;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;LEGISLATION;EPU_POLICY_LAW;POLITICAL_TURMOIL;STATE_OF_EMERGENCY;TAX_FNCACT_CORRESPONDENT;WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES;WB_353_PAYMENT_SYSTEMS;WB_351_PAYMENT_AND_MARKET_INFRASTRUCTURE;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;,['national bank of arizona'],"TAX_ETHNICITY,BAN,ECON_DEBT,GENERAL_GOVERNMENT,LEGISLATION,POLITICAL_TURMOIL,STATE_OF_EMERGENCY"
982,20230417121500,https://www.pinkvilla.com/entertainment/news/vicky-kaushals-dapper-pics-will-chase-away-your-monday-blues-fans-react-its-hot-enough-already-1217043,5.59701492537313,TAX_FNCACT;TAX_FNCACT_ACTOR;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;CRISISLEX_O01_WEATHER;,['instagram'],TAX_ETHNICITY
990,20230417121500,https://www.dailystar.co.uk/showbiz/liberty-poole-unveils-real-body-29730318,7.72946859903382,CRISISLEX_O01_WEATHER;TAX_FNCACT;TAX_FNCACT_BABY;PROTEST;STRIKE;NATURAL_DISASTER;NATURAL_DISASTER_ICE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MEDIA_MSM;CRISISLEX_T11_UPDATESSYMPATHY;,['instagram'],"PROTEST,STRIKE,NATURAL_DISASTER"
993,20230417121500,https://www.wdtimes.com/news/national/the-black-hollywood-education-resource-center-announces-30th-anniversary-of-sistas-are-doin-it-for/article_209cbd9b-f465-5400-aa8c-9a913ebd038e.html,4.48577680525164,TAX_ETHNICITY;TAX_ETHNICITY_BLACK;EDUCATION;TAX_FNCACT;TAX_FNCACT_DIRECTORS;,['facebook inc'],"TAX_ETHNICITY,EDUCATION"
997,20230417121500,https://www.dayton.com/what-to-know/neighbors-issue-with-frank-the-gargoyle-has-blown-up-into-charitable-internet-saga/JHG5VRMKSREJ7OYCUYQD76DEIM/,2.35457063711911,MEDIA_SOCIAL;TAX_FOODSTAPLES;TAX_FOODSTAPLES_BREAD;SOC_QUARANTINE;TAX_DISEASE;TAX_DISEASE_COVID-19;KILL;CRISISLEX_T11_UPDATESSYMPATHY;GENERAL_HEALTH;MEDICAL;TAX_FNCACT;TAX_FNCACT_NURSES;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;GEN_HOLIDAY;,['facebook inc'],"TAX_FOODSTAPLES,TAX_DISEASE,KILL,GENERAL_HEALTH,MEDICAL,HEALTH_PANDEMIC,GEN_HOLIDAY"
1009,20230417121500,https://www.msn.com/en-us/travel/news/nairobi-runway-closes-after-singapore-airlines-cargo-boeing-747-bird-strike/ar-AA19XkiX,-1.50943396226415,SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;CRISISLEX_C04_LOGISTICS_TRANSPORT;SOC_POINTSOFINTEREST_AIRPORTS;CLOSURE;MEDIA_SOCIAL;MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_SPOKESPERSON;SOC_EXPRESSREGRET;WB_165_AIR_TRANSPORT;WB_164_MODES_OF_TRANSPORT;TRAFFIC;,['twitter inc'],"CLOSURE,MANMADE_DISASTER_IMPLIED,TRAFFIC"
1013,20230417121500,https://interfax.com/newsroom/top-stories/89670/,2.39520958083832,EPU_POLICY;EPU_POLICY_REGULATORY;SOC_INNOVATION;TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT;TAX_FNCACT_REGULATOR;UNGP_FORESTS_RIVERS_OCEANS;USPEC_POLICY1;EPU_POLICY_REGULATION;EPU_CATS_REGULATION;TAX_FNCACT_DEPUTY;LEADER;TAX_FNCACT_GOVERNOR;LEGISLATION;EPU_POLICY_LAW;USPEC_POLITICS_GENERAL1;EPU_POLICY_LEGISLATION;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;BAN;,['national bank of arizona'],"TAX_ETHNICITY,LEGISLATION,BAN"
1023,20230417121500,http://www.msn.com/en-us/news/technology/meta-content-is-taking-over-the-internet/ar-AA19XCWS,-0.644405389572349,WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT;TAX_FNCACT_POSTMAN;CRISISLEX_CRISISLEXREC;MEDIA_MSM;CRISISLEX_C07_SAFETY;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1616_SUPPLEMENTARY;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;MANMADE_DISASTER_IMPLIED;EDUCATION;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_PRINCE;TAX_DISEASE;TAX_DISEASE_BURNOUT;TRANSPARENCY;CRISISLEX_C04_LOGISTICS_TRANSPORT;EPU_CATS_MIGRATION_FEAR_FEAR;USPEC_POLITICS_GENERAL1;CRISISLEX_T11_UPDATESSYMPATHY;AFFECT;TAX_DISEASE_PREGNANCY;,['instagram'],"MANMADE_DISASTER_IMPLIED,EDUCATION,TAX_DISEASE,TRANSPARENCY"
1037,20230417121500,https://www.rttnews.com/story.aspx?Id=3356448,0.921658986175115,ECON_STOCKMARKET;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;WB_698_TRADE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_ADMIRAL;TAX_FNCACT;TAX_FNCACT_ADMIRAL;EPU_CATS_MONETARY_POLICY;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;,"['barclays', 'prudential financial inc']",ECON_STOCKMARKET
1045,20230417121500,https://europe.autonews.com/shanghai-auto-show/xpeng-targets-manufacturing-costs-amid-price-war,1.0126582278481,TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;CRISISLEX_CRISISLEXREC;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_ECON_PRICE;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_CEO;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_YUAN;EPU_ECONOMY_HISTORIC;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;,['tesla inc'],"TAX_ETHNICITY,ARMEDCONFLICT"
1048,20230417121500,https://www.manchestereveningnews.co.uk/whats-on/shopping/deal-hunting-dad-shares-14-26713237,0.964066608238388,TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_HUNTER;TAX_ECON_PRICE;ECON_COST_OF_LIVING;CRISISLEX_CRISISLEXREC;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;SCIENCE;EPU_POLICY_BUDGET;EPU_CATS_MIGRATION_FEAR_FEAR;ECON_STOCKMARKET;TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;TAX_FOODSTAPLES_POTATOES;TAX_FNCACT_BABY;TAX_FOODSTAPLES_CORN;TAX_FNCACT_CHILDREN;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WB_2938_TIN;TAX_WORLDFISH;TAX_WORLDFISH_FISH;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;,['instagram'],"ECON_COST_OF_LIVING,SCIENCE,ECON_STOCKMARKET,TAX_FOODSTAPLES,EDUCATION"
1056,20230417121500,https://www.nugget.ca:443/news/local-news/snowmobile-club-happy-with-season,0.641025641025641,TAX_FNCACT;TAX_FNCACT_AUTHOR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEAR;TAX_WORLDMAMMALS_POLAR_BEAR;CRISISLEX_CRISISLEXREC;TOURISM;TAX_FNCACT_TOURISTS;TAX_FNCACT_GROOMER;BULLYING;EPU_ECONOMY_HISTORIC;WB_825_TOURISM;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;TAX_FNCACT_VOLUNTEERS;NATURAL_DISASTER;NATURAL_DISASTER_FLOODING;CRISISLEX_C06_WATER_SANITATION;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_T11_UPDATESSYMPATHY;MARITIME;MEDIA_SOCIAL;,['facebook inc'],"TOURISM,BULLYING,NATURAL_DISASTER,MARITIME"
1057,20230417121500,https://www.winnipegfreepress.com/business/2023/04/17/algonquin-power-utilities-terminates-deal-to-buy-kentucky-power,0.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ALGONQUIN;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;ECON_ELECTRICALGENERATION;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_DIRECTORS;DELAY;UNGP_FORESTS_RIVERS_OCEANS;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_406_COMPETITION_POLICY;WB_2106_MARKET_COMPETITION_ADVOCACY_AND_LIBERALIZATION;WB_1747_PRODUCT_MARKET_REGULATION_AND_COMPETITION_ADVOCACY;TAX_ETHNICITY_CANADIAN;,['american electric power company inc'],"TAX_ETHNICITY,DELAY"
1060,20230417121500,https://www.erienewsnow.com/story/48729396/what-we-know-about-the-victims-of-the-sweet-16-birthday-party-shooting-in-alabama,-1.06761565836299,EDUCATION;,['discovery inc'],EDUCATION
1074,20230417121500,https://www.hulldailymail.co.uk/whats-on/family-kids/free-japanese-car-show-coming-8355969,5.0,TAX_ETHNICITY;TAX_ETHNICITY_JAPANESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_JAPANESE;MANMADE_DISASTER_IMPLIED;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_HERO;TAX_FNCACT_VOLUNTEERS;GEN_HOLIDAY;TAX_FNCACT_DRIVERS;TAX_ECON_PRICE;,['facebook inc'],"TAX_ETHNICITY,MANMADE_DISASTER_IMPLIED,GEN_HOLIDAY"
1075,20230417121500,https://www.manchestereveningnews.co.uk/news/tv/susanna-reid-claps-back-dangerous-26713905,2.07792207792208,TAX_FNCACT;TAX_FNCACT_PRESENTER;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MEDIA_MSM;TAX_FNCACT_QUEEN;EDUCATION;WB_470_EDUCATION;TAX_FNCACT_DANCER;TAX_FNCACT_JUDGE;TAX_FNCACT_SINGER;,['twitter inc'],EDUCATION
1076,20230417121500,https://www.theweek.in/news/biz-tech/2023/04/17/wholesale-inflation-eases-to-29-month-low-of-1-34-pc-in-march-food-items-become-costlier.html,-1.8705035971223,ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;TAX_ECON_PRICE;ENV_NATURALGAS;EPU_ECONOMY_HISTORIC;TAX_FOODSTAPLES;TAX_FOODSTAPLES_WHEAT;TAX_FOODSTAPLES_CEREALS;FOOD_SECURITY;UNGP_AFFORDABLE_NUTRITIOUS_FOOD;TAX_FOODSTAPLES_BARLEY;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;USPEC_POLICY1;EPU_POLICY_POLICY;WB_444_MONETARY_POLICY;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;EPU_POLICY_MONETARY_POLICY;EPU_CATS_MONETARY_POLICY;TAX_FOODSTAPLES_MILK;ECON_CENTRALBANK;WB_1235_CENTRAL_BANKS;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_1234_BANKING_INSTITUTIONS;EPU_POLICY_CENTRAL_BANK;ECON_INTEREST_RATES;EPU_POLICY_INTEREST_RATE;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;EPU_ECONOMY;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1079_COMMODITIES_AND_RESOURCES;USPEC_POLITICS_GENERAL1;,['barclays'],"ENV_NATURALGAS,TAX_FOODSTAPLES,FOOD_SECURITY,GENERAL_GOVERNMENT,ECON_INTEREST_RATES"
1087,20230417121500,https://www.irishcentral.com/culture/craic/korean-parents-try-irish-food,4.36241610738255,TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT;TAX_FNCACT_WOMAN;TAX_ETHNICITY_IRISH;TAX_WORLDLANGUAGES_IRISH;TAX_FOODSTAPLES;TAX_FOODSTAPLES_BREAD;TAX_FNCACT_FATHER;TAX_FNCACT_KING;TAX_FNCACT_PEASANTS;TAX_FNCACT_PEASANT;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;TAX_ETHNICITY_AMERICAN;,['instagram'],"TAX_ETHNICITY,TAX_FOODSTAPLES"
1088,20230417121500,https://www.wsiltv.com/news/illinois/cresco-labs-opens-second-sunnyside-in-miami-florida/article_06ce629e-1a84-52ac-9839-f269405705a1.html,2.4866785079929,EPU_ECONOMY_HISTORIC;CRIME_ILLEGAL_DRUGS;TAX_FNCACT;TAX_FNCACT_OPERATOR;TAX_FNCACT_WHOLESALER;CRISISLEX_C03_WELLBEING_HEALTH;TAX_FNCACT_CEO;TAX_FNCACT_RETAILER;EDUCATION;WB_470_EDUCATION;WB_1467_EDUCATION_FOR_ALL;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_MILITARY_TITLE_COMMUNICATIONS_OFFICER;TAX_FNCACT_COMMUNICATIONS_OFFICER;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_SENIOR_VICE_PRESIDENT;TAX_FNCACT_INVESTOR;UNGP_FORESTS_RIVERS_OCEANS;SLFID_NATURAL_RESOURCES;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1079_COMMODITIES_AND_RESOURCES;GENERAL_HEALTH;MEDICAL;WB_1331_HEALTH_TECHNOLOGIES;WB_1350_PHARMACEUTICALS;WB_621_HEALTH_NUTRITION_AND_POPULATION;EPU_CATS_REGULATION;,"['twitter inc', 'facebook inc']","CRIME_ILLEGAL_DRUGS,EDUCATION,SLFID_NATURAL_RESOURCES,GENERAL_HEALTH,MEDICAL"
1097,20230417121500,https://www.marketscreener.com/quote/stock/TESLA-INC-6344549/news/World-stocks-pause-before-earnings-results-reveal-if-rates-have-bitten-43520872/,1.25786163522013,TAX_ECON_PRICE;ECON_STOCKMARKET;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;WB_698_TRADE;TAX_FNCACT;TAX_FNCACT_FOUNDER;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_DIRECTOR;TAX_FNCACT_MANAGING_DIRECTOR;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;WB_829_FISCAL_DECENTRALIZATION;WB_874_LOCAL_FINANCE;WB_877_ASSET_MANAGEMENT;WB_445_FISCAL_POLICY;ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;ECON_INTEREST_RATES;EPU_POLICY;EPU_POLICY_INTEREST_RATES;EPU_CATS_MONETARY_POLICY;EPU_POLICY_FEDERAL_RESERVE;TAX_FNCACT_OFFICIALS;LEADER;TAX_FNCACT_GOVERNORS;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_FNCACT_ANALYSTS;ECON_HOUSING_PRICES;CRISISLEX_T11_UPDATESSYMPATHY;USPEC_POLICY1;WB_444_MONETARY_POLICY;TAX_ETHNICITY_ITALIAN;TAX_WORLDLANGUAGES_ITALIAN;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_EURO;ECON_WORLDCURRENCIES_DOLLAR;ECON_WORLDCURRENCIES_YEN;EPU_POLICY_BANK_OF_JAPAN;EPU_POLICY_POLICY;EPU_POLICY_MONETARY_POLICY;WB_2936_GOLD;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;ENV_OIL;ECON_OILPRICE;,"['wells fargo & co', 'citigroup inc', 'johnson johnson', 'netflix inc', 'nasdaq inc']","ECON_STOCKMARKET,ECON_INTEREST_RATES,TAX_ETHNICITY,ECON_HOUSING_PRICES,ENV_OIL"
1114,20230417121500,https://www.illawarramercury.com.au/story/8161623/port-kembla-man-chucks-2k-tantrum-after-mum-refuses-to-give-him-his-reward/?cs=300,-6.55737704918033,MEDIA_SOCIAL;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_167_PORTS;TAX_FNCACT;TAX_FNCACT_MAN;MANMADE_DISASTER_IMPLIED;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;TAX_FNCACT_VICTIM;TAX_FNCACT_DEALER;CRISISLEX_T04_INFRASTRUCTURE;TAX_FNCACT_MECHANIC;TRIAL;HARASSMENT;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;ARREST;SOC_GENERALCRIME;ORGANIZED_CRIME;WB_2452_GANGS;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_FNCACT_MAGISTRATE;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_LAWYER;TAX_DISEASE;TAX_DISEASE_SCHIZOPHRENIA;GENERAL_HEALTH;MEDICAL;WB_1406_DISEASES;WB_1430_MENTAL_HEALTH;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;,['facebook inc'],"MANMADE_DISASTER_IMPLIED,TRIAL,HARASSMENT,SECURITY_SERVICES,ARREST,SOC_GENERALCRIME,ORGANIZED_CRIME,TAX_DISEASE,GENERAL_HEALTH,MEDICAL"
