,Unnamed: 0,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes,dates
1147,10180,20230417110000,https://tribecacitizen.com/2023/04/17/in-the-news-power-flippers-on-hudson/,2.57731958762887,TAX_FNCACT;TAX_FNCACT_DESIGNER;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_WORLDMAMMALS_DOG;TAX_FNCACT_BROKER;ECON_HOUSING_PRICES;TAX_FNCACT_KING;,['instagram'],ECON_HOUSING_PRICES,2023-04-17 11:00:00
1148,10185,20230417110000,https://www.bignewsnetwork.com/news/273753912/france-india-to-start-orion-military-exercise-today,0.719424460431655,MILITARY;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIR_FORCE_BASE;TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_AMBASSADOR;TAX_FNCACT_WARRIORS;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2748_EMPLOYMENT;IDEOLOGY;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY_INDIAN;ARMEDCONFLICT;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_TROOPS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILL;TAX_WORLDMAMMALS_DRILLS;TAX_ETHNICITY_AMERICAN;TAX_ETHNICITY_ASIAN;,['twitter inc'],"MILITARY,TAX_ETHNICITY,ARMEDCONFLICT",2023-04-17 11:00:00
1149,10189,20230417110000,https://finance.yahoo.com/news/camscanner-calls-sustainability-paperless-save-103000811.html,1.57068062827225,UNGP_FORESTS_RIVERS_OCEANS;SOC_INNOVATION;EPU_CATS_REGULATION;GENERAL_HEALTH;CRISISLEX_C06_WATER_SANITATION;MANMADE_DISASTER;MANMADE_DISASTER_TOXIC_WASTE;ENV_DEFORESTATION;AFFECT;WB_137_WATER;EPU_ECONOMY_HISTORIC;ENV_CLIMATECHANGE;UNGP_CLIMATE_CHANGE_ACTION;WB_567_CLIMATE_CHANGE;CRISISLEX_CRISISLEXREC;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;,['google'],"GENERAL_HEALTH,MANMADE_DISASTER,ENV_DEFORESTATION,ENV_CLIMATECHANGE",2023-04-17 11:00:00
1150,10190,20230417110000,https://finance.yahoo.com/news/kineta-unveils-vista-biomarker-data-103000211.html,-4.63768115942029,TAX_DISEASE;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1615_THERAPEUTIC;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_C03_WELLBEING_HEALTH;TAX_DISEASE_TUMOR;TAX_DISEASE_LUNG_CANCER;TAX_DISEASE_COLORECTAL_CANCER;ECON_STOCKMARKET;MEDIA_SOCIAL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_DISEASE_NSCLC;TAX_DISEASE_RENAL;TAX_DISEASE_CARCINOMA;TAX_DISEASE_RENAL_CELL_CARCINOMA;GENERAL_HEALTH;MEDICAL;EPU_POLICY;EPU_POLICY_REFORM;IDEOLOGY;EPU_ECONOMY_HISTORIC;TAX_ECON_PRICE;TAX_FNCACT_CANDIDATES;ECON_ENTREPRENEURSHIP;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;DELAY;USPEC_UNCERTAINTY1;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;LEGISLATION;USPEC_POLICY1;EPU_POLICY_REGULATORY;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY_AUTHORITIES;WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP;WB_1917_INTELLECTUAL_PROPERTY;WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH;UNGP_FORESTS_RIVERS_OCEANS;EPU_POLICY_LAW;TAX_FNCACT_INVESTOR;,"['nasdaq inc', 'facebook inc']","TAX_DISEASE,TAX_ETHNICITY,ECON_STOCKMARKET,GENERAL_HEALTH,MEDICAL,ECON_ENTREPRENEURSHIP,DELAY,GENERAL_GOVERNMENT,LEGISLATION",2023-04-17 11:00:00
1151,10194,20230417110000,https://www.thelondoner.ca:443/life/senior-living-vacations-are-nice-but-theres-no-place-like-home,1.54639175257732,TAX_FNCACT;TAX_FNCACT_AUTHOR;UNGP_FORESTS_RIVERS_OCEANS;WB_1979_NATURAL_RESOURCE_MANAGEMENT;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_1986_MOUNTAINS;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;TAX_FNCACT_CHILD;TAX_FNCACT_ELDER;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;GENERAL_HEALTH;MEDICAL;GEN_HOLIDAY;TAX_FNCACT_HOUSEKEEPER;CRISISLEX_C03_WELLBEING_HEALTH;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_CHILDREN;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;MEDIA_MSM;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MEAT;,['american express co'],"RETIREMENT,GENERAL_HEALTH,MEDICAL,GEN_HOLIDAY,TAX_ETHNICITY,TAX_FOODSTAPLES",2023-04-17 11:00:00
1152,10204,20230417110000,https://news.yahoo.com/tesla-margins-focus-ev-price-103046432.html,-1.19047619047619,TAX_ECON_PRICE;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_CHIEF;EPU_POLICY;EPU_POLICY_SPENDING;TAX_FNCACT_EMPLOYEES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_2058_INDIVIDUAL_PERFORMANCE_MANAGEMENT;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;ECON_STOCKMARKET;TAX_FNCACT_ANALYST;,"['tesla inc', 'ford motor co']",ECON_STOCKMARKET,2023-04-17 11:00:00
1153,10218,20230417110000,https://www.tickerreport.com/banking-finance/10430306/great-valley-advisor-group-inc-has-722000-stock-holdings-in-american-electric-power-company-inc-nasdaqaep.html,0.38550501156515,TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;ECON_ELECTRICALGENERATION;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_ANALYSTS;EPU_ECONOMY_HISTORIC;TAX_ECON_PRICE;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_FNCACT_RESEARCH_ANALYST;TAX_FNCACT_INSIDER;TAX_FNCACT_EXECUTIVE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_EXECUTIVE_VICE_PRESIDENT;TAX_FNCACT_INSIDERS;WB_698_TRADE;CORRUPTION;,"['jpmorgan chase & co', 'american electric power company inc', 'american electric power company inc', 'wells fargo & co', 'morgan stanley', 'american electric power company inc', 'nasdaq inc']","TAX_ETHNICITY,TAX_DISEASE,CORRUPTION",2023-04-17 11:00:00
1154,10246,20230417110000,https://www.jacksonville.com/story/news/local/2023/04/17/florida-nonprofit-pie-in-the-sky-helps-seniors-with-high-cost-of-eggs/70089425007/,1.11731843575419,TAX_FOODSTAPLES;TAX_FOODSTAPLES_EGGS;UNGP_FORESTS_RIVERS_OCEANS;ALLIANCE;TAX_ECON_PRICE;MOVEMENT_GENERAL;TAX_FNCACT;TAX_FNCACT_CATERER;TAX_FNCACT_VOLUNTEERS;TAX_FNCACT_COOK;POVERTY;WB_695_POVERTY;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;GEN_HOLIDAY;AGRICULTURE;TAX_FNCACT_FARMERS;TAX_DISEASE;TAX_DISEASE_OUTBREAK;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;TAX_DISEASE_CONTAGIOUS;TAX_FNCACT_FOUNDER;TAX_FNCACT_DIRECTOR;TAX_FNCACT_WOMEN;,['dollar tree inc'],"TAX_FOODSTAPLES,ALLIANCE,MOVEMENT_GENERAL,POVERTY,GEN_HOLIDAY,AGRICULTURE,TAX_DISEASE",2023-04-17 11:00:00
1155,10251,20230417110000,https://www.her.ie/celeb/olympian-sarah-lavin-craig-breen-tribute-578675,3.36134453781513,CRISISLEX_T11_UPDATESSYMPATHY;KILL;CRISISLEX_T03_DEAD;WOUND;CRISISLEX_CRISISLEXREC;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;TAX_FNCACT;TAX_FNCACT_DRIVER;TAX_RELIGION;TAX_RELIGION_CHURCH;,['instagram'],"KILL,WOUND",2023-04-17 11:00:00
1156,10253,20230417110000,http://www.msn.com/en-us/health/medical/spring-covid-booster-2023-who-is-eligible-and-can-you-book-them-now/ar-AA19XnoK,2.45283018867925,TAX_DISEASE;TAX_DISEASE_COVID-19;UNGP_CRIME_VIOLENCE;TAX_DISEASE_COVID;GENERAL_HEALTH;HEALTH_VACCINATION;WB_642_CHILD_HEALTH;WB_1459_IMMUNIZATIONS;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH;UNGP_HEALTHCARE;APPOINTMENT;EPU_CATS_MIGRATION_FEAR_FEAR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;MEDICAL;WB_855_LABOR_MARKETS;WB_1673_PASSIVE_LABOR_MARKETS_POLICIES;WB_1674_HEALTH_AND_SAFETY_CONDITIONS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_DISEASE_CHEST_PAIN;,['pfizer inc'],"TAX_DISEASE,GENERAL_HEALTH,HEALTH_VACCINATION,GENERAL_GOVERNMENT,MEDICAL",2023-04-17 11:00:00
1157,10268,20230417110000,https://timesofindia.indiatimes.com/india/consulting-enthusiasts-converge-at-case-180-event-by-180-degrees-consulting-srcc/articleshow/99556588.cms,4.4,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;EPU_ECONOMY_HISTORIC;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;CRISISLEX_CRISISLEXREC;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_STUDENTS;,['mastercard incorporated'],"EDUCATION,TAX_ETHNICITY",2023-04-17 11:00:00
1158,10270,20230417110000,https://dailypost.ng/2023/04/17/my-uncle-made-me-get-involved-in-nigerian-politics-davido/,0.432900432900433,TAX_FNCACT;TAX_FNCACT_SINGER;LEADER;TAX_FNCACT_GOVERNOR;USPEC_POLITICS_GENERAL1;MEDIA_SOCIAL;CRISISLEX_CRISISLEXREC;TAX_ECON_PRICE;ELECTION;,['twitter inc'],ELECTION,2023-04-17 11:00:00
1159,10277,20230417110000,https://www.theage.com.au/topic/vea-js6,0.0,WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_167_PORTS;TAX_FNCACT;TAX_FNCACT_BOSS;UNGP_FORESTS_RIVERS_OCEANS;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_ECON_PRICE;ENV_OIL;SCIENCE;ECON_TAXATION;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_TAX;EPU_CATS_TAXES;WB_1815_FUEL_TAXES;WB_162_TRANSPORT_ECONOMICS;CRISISLEX_C04_LOGISTICS_TRANSPORT;,['express scripts holding co'],"ENV_OIL,SCIENCE,ECON_TAXATION",2023-04-17 11:00:00
1160,10278,20230417110000,https://www.tickerreport.com/banking-finance/10430317/energizer-holdings-inc-nyseenr-stock-holdings-decreased-by-pinnacle-associates-ltd.html,1.56815440289505,EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_ECON_PRICE;TAX_FNCACT_ANALYST;AFFECT;EPU_ECONOMY_HISTORIC;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_FNCACT_INSIDER;WB_698_TRADE;CORRUPTION;,['jpmorgan chase & co'],"ECON_STOCKMARKET,CORRUPTION",2023-04-17 11:00:00
1161,10281,20230417110000,https://news.yahoo.com/bosses-hate-home-because-home-100000343.html,-1.30563798219585,TAX_DISEASE;TAX_DISEASE_COVID;TAX_FNCACT;TAX_FNCACT_EMPLOYEES;KILL;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;TAX_FNCACT_WORKERS;GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_PEERS;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_WOMEN;TAX_FNCACT_BOSSES;TAX_FNCACT_DIRECTOR;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_WORKER;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;CRISISLEX_T11_UPDATESSYMPATHY;WB_728_PUBLIC_SERVICE_DELIVERY;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_723_PUBLIC_ADMINISTRATION;WB_2098_OUTSOURCING;TAX_FNCACT_EMPLOYERS;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2689_JOBS_DIAGNOSTICS;WB_2704_EMPLOYER;TAX_ECON_PRICE;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT_HISTORIAN;TAX_FNCACT_CHILDREN;TAX_FNCACT_WOMAN;TAX_FNCACT_FATHERS;WB_2735_YOUNG_WORKERS;WB_2725_CATEGORIES_OF_WORKERS;TAX_FNCACT_ECONOMISTS;BAN;AFFECT;TAX_FNCACT_CITIZENS;TAX_FNCACT_MANAGERS;USPEC_UNCERTAINTY1;TAX_FNCACT_ENGINEERS;TAX_FNCACT_EMPLOYEE;TAX_ETHNICITY;TAX_ETHNICITY_GREEK;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GREEK;IDEOLOGY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;WB_2089_ETHICS_AND_CODES_OF_CONDUCT;ENV_MINING;TAX_FNCACT_CORPORATE_EXECUTIVES;,"['goldman sachs group inc', 'disney parks  experiences and products']","TAX_DISEASE,KILL,GENERAL_HEALTH,HEALTH_PANDEMIC,LEGISLATION,EDUCATION,BAN,TAX_ETHNICITY,ENV_MINING",2023-04-17 11:00:00
1162,10291,20230417110000,https://dailyexpress.com.my/news/211406/56-dead-as-sudan-fighting-continues/,-8.57142857142857,KILL;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;TAX_FNCACT;TAX_FNCACT_GENERALS;ARMEDCONFLICT;WOUND;CRISISLEX_T01_CAUTION_ADVICE;MANMADE_DISASTER_IMPLIED;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;MILITARY;TAX_FNCACT_CHIEF;TAX_FNCACT_DEPUTY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_COMMANDER;TAX_FNCACT_COMMANDER;WB_2449_PARAMILITARIES;WB_2445_NON_STATE_SECURITY_ACTORS;SEIZE;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;WB_135_TRANSPORT;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_1804_AIRPORTS;SOC_POINTSOFINTEREST_HEADQUARTERS;TAX_TERROR_GROUP;TAX_TERROR_GROUP_JANJAWEED;WB_2448_MILITIA;WB_421_SOCIAL_INCLUSION;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;EPU_CATS_NATIONAL_SECURITY;SELF_IDENTIFIED_ATROCITY;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2510_WAR_CRIMES;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2840_INTEGRATION;WB_2836_MIGRATION_POLICIES_AND_JOBS;REBELLION;USPEC_POLITICS_GENERAL1;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_DOCTORS;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;WB_2468_CONVENTIONAL_WAR;WB_2462_POLITICAL_VIOLENCE_AND_WAR;SOC_POINTSOFINTEREST_HOSPITALS;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT_SOLDIERS;BORDER;TAX_WEAPONS;TAX_WEAPONS_ARTILLERY;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;TAX_ETHNICITY;TAX_ETHNICITY_SUDANESE;TAX_ETHNICITY_ARAB;TAX_FNCACT_CRIMINAL;MEDIA_SOCIAL;TERROR;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;NEGOTIATIONS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2473_DIPLOMACY_AND_NEGOTIATIONS;WB_939_NEGOTIATION;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION;WB_843_DISPUTE_RESOLUTION;WB_2471_PEACEKEEPING;TAX_RELIGION;TAX_RELIGION_MUSLIM;TAX_ETHNICITY_MUSLIM;UNREST_CRACKDOWN;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_MILITARY_TITLE_SOLDIER;TAX_FNCACT_SOLDIER;ARREST;GENERAL_GOVERNMENT;,['facebook inc'],"KILL,ARMEDCONFLICT,WOUND,MANMADE_DISASTER_IMPLIED,MILITARY,SEIZE,TAX_TERROR_GROUP,SELF_IDENTIFIED_ATROCITY,REBELLION,GENERAL_HEALTH,MEDICAL,SECURITY_SERVICES,BORDER,TAX_WEAPONS,TAX_ETHNICITY,TERROR,NEGOTIATIONS,ARREST,GENERAL_GOVERNMENT",2023-04-17 11:00:00
1163,10292,20230417110000,https://www.thepeterboroughexaminer.com/ts/news/world/us/2023/04/17/house-where-king-planned-alabama-marches-moving-to-michigan.html,-0.629590766002099,TAX_FNCACT;TAX_FNCACT_KING;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_POLITICAL_FREEDOMS;TAX_FNCACT_LEADERS;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;MOVEMENT_GENERAL;MOVEMENT_SOCIAL;MOVEMENT_OTHER;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_DENTIST;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACIST;TAX_WORLDBIRDS;TAX_WORLDBIRDS_CROW;LEGISLATION;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ECON_PRICE;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_INDUSTRIALIST;EPU_POLICY;EPU_POLICY_LAW;PUBLIC_TRANSPORT;TAX_FNCACT_MAN;KILL;ASSASSINATION;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;EDUCATION;WB_470_EDUCATION;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ALABAMA;TAX_FNCACT_TROOPER;PROTEST;ELECTION;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;MARITIME;MEDIA_MSM;TAX_ETHNICITY_AMERICANS;TAX_FNCACT_HISTORIAN;TAX_FNCACT_CHILDREN;DEMOCRACY;,['ford motor co'],"SELF_IDENTIFIED_HUMAN_RIGHTS,TAX_ETHNICITY,MOVEMENT_GENERAL,MOVEMENT_SOCIAL,MOVEMENT_OTHER,DISCRIMINATION,LEGISLATION,PUBLIC_TRANSPORT,KILL,ASSASSINATION,EDUCATION,PROTEST,ELECTION,SECURITY_SERVICES,MARITIME,DEMOCRACY",2023-04-17 11:00:00
1164,10293,20230417110000,https://finance.yahoo.com/news/tesla-margins-focus-ev-price-103046052.html,-1.19047619047619,TAX_ECON_PRICE;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_CHIEF;EPU_POLICY;EPU_POLICY_SPENDING;TAX_FNCACT_EMPLOYEES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_2058_INDIVIDUAL_PERFORMANCE_MANAGEMENT;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;ECON_STOCKMARKET;TAX_FNCACT_ANALYST;,"['ford motor co', 'tesla inc']",ECON_STOCKMARKET,2023-04-17 11:00:00
1165,10316,20230417110000,https://www.telegraph.co.uk/business/2023/04/17/google-sundar-pichai-ai-fears/,-2.60869565217391,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_LEADERS;TAX_FNCACT_EMPLOYEES;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;USPEC_POLICY1;TAX_FNCACT_BARD;TAX_FNCACT_LEADER;,"['google', 'microsoft corp']",TAX_ETHNICITY,2023-04-17 11:00:00
1166,10326,20230417110000,https://www.newelectronics.co.uk/content/news/bae-and-microsoft-provide-defence-programmes-with-cloud-technology,3.62903225806452,ARMEDCONFLICT;MARITIME;MARITIME_PIRACY;SOC_INNOVATION;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;NEGOTIATIONS;CRISISLEX_C07_SAFETY;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;EPU_CATS_NATIONAL_SECURITY;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_2120_SATELLITES;WB_2329_ACCESS_AND_CONNECTIVITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;UNGP_FORESTS_RIVERS_OCEANS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;,['microsoft corp'],"ARMEDCONFLICT,MARITIME,MARITIME_PIRACY,NEGOTIATIONS",2023-04-17 11:00:00
1167,10345,20230417110000,https://tribune.com.pk/story/2412355/what-pakistani-cinema-has-achieved-with-limited-resources-is-truly-remarkable-fawad-khan,4.06032482598608,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MAULA;TAX_ETHNICITY;TAX_ETHNICITY_URDU;EPU_ECONOMY_HISTORIC;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2748_EMPLOYMENT;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_BUDGET;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT;TAX_FNCACT_ACTOR;UNGP_FORESTS_RIVERS_OCEANS;MEDIA_MSM;PIRACY;TAX_ECON_PRICE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;,['disney parks  experiences and products'],"TAX_ETHNICITY,PIRACY",2023-04-17 11:00:00
